Datacenter,Rack,Server,Interface,MAC Address,Type,Description
DC-West,WEST-R05,WEST-SRV-073,bmc,A0:36:9F:9B:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-073,ens1f0,3C:FD:FE:9B:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-073,ens2f0,3C:FD:FE:9B:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-073,mgmt0,A0:36:9F:83:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-074,bmc,A0:36:9F:9C:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-074,ens1f0,3C:FD:FE:9C:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-074,ens2f0,3C:FD:FE:9C:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-074,mgmt0,A0:36:9F:84:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-075,bmc,A0:36:9F:9D:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-075,ens1f0,3C:FD:FE:9D:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-075,ens2f0,3C:FD:FE:9D:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-075,mgmt0,A0:36:9F:85:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-076,bmc,A0:36:9F:9E:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-076,ens1f0,3C:FD:FE:9E:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-076,ens2f0,3C:FD:FE:9E:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-076,mgmt0,A0:36:9F:86:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-077,bmc,A0:36:9F:9F:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-077,ens1f0,3C:FD:FE:9F:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-077,ens2f0,3C:FD:FE:9F:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-077,mgmt0,A0:36:9F:87:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-078,bmc,A0:36:9F:A0:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-078,ens1f0,3C:FD:FE:A0:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-078,ens2f0,3C:FD:FE:A0:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-078,mgmt0,A0:36:9F:88:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-079,bmc,A0:36:9F:A1:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-079,ens1f0,3C:FD:FE:A1:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-079,ens2f0,3C:FD:FE:A1:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-079,mgmt0,A0:36:9F:89:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-080,bmc,A0:36:9F:A2:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-080,ens1f0,3C:FD:FE:A2:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-080,ens2f0,3C:FD:FE:A2:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-080,mgmt0,A0:36:9F:8A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-081,bmc,A0:36:9F:A3:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-081,ens1f0,3C:FD:FE:A3:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-081,ens2f0,3C:FD:FE:A3:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-081,mgmt0,A0:36:9F:8B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-082,bmc,A0:36:9F:A4:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-082,ens1f0,3C:FD:FE:A4:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-082,ens2f0,3C:FD:FE:A4:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-082,mgmt0,A0:36:9F:8C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-083,bmc,A0:36:9F:A5:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-083,ens1f0,3C:FD:FE:A5:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-083,ens2f0,3C:FD:FE:A5:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-083,mgmt0,A0:36:9F:8D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R05,WEST-SRV-084,bmc,A0:36:9F:A6:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R05,WEST-SRV-084,ens1f0,3C:FD:FE:A6:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R05,WEST-SRV-084,ens2f0,3C:FD:FE:A6:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R05,WEST-SRV-084,mgmt0,A0:36:9F:8E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-085,bmc,A0:36:9F:AC:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-085,ens1f0,3C:FD:FE:AC:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-085,ens2f0,3C:FD:FE:AC:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-085,mgmt0,A0:36:9F:94:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-086,bmc,A0:36:9F:AD:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-086,ens1f0,3C:FD:FE:AD:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-086,ens2f0,3C:FD:FE:AD:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-086,mgmt0,A0:36:9F:95:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-087,bmc,A0:36:9F:AE:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-087,ens1f0,3C:FD:FE:AE:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-087,ens2f0,3C:FD:FE:AE:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-087,mgmt0,A0:36:9F:96:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-088,bmc,A0:36:9F:AF:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-088,ens1f0,3C:FD:FE:AF:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-088,ens2f0,3C:FD:FE:AF:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-088,mgmt0,A0:36:9F:97:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-089,bmc,A0:36:9F:B0:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-089,ens1f0,3C:FD:FE:B0:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-089,ens2f0,3C:FD:FE:B0:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-089,mgmt0,A0:36:9F:98:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-090,bmc,A0:36:9F:B1:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-090,ens1f0,3C:FD:FE:B1:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-090,ens2f0,3C:FD:FE:B1:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-090,mgmt0,A0:36:9F:99:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-091,bmc,A0:36:9F:B2:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-091,ens1f0,3C:FD:FE:B2:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-091,ens2f0,3C:FD:FE:B2:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-091,mgmt0,A0:36:9F:9A:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-092,bmc,A0:36:9F:B3:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-092,ens1f0,3C:FD:FE:B3:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-092,ens2f0,3C:FD:FE:B3:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-092,mgmt0,A0:36:9F:9B:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-093,bmc,A0:36:9F:B4:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-093,ens1f0,3C:FD:FE:B4:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-093,ens2f0,3C:FD:FE:B4:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-093,mgmt0,A0:36:9F:9C:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-094,bmc,A0:36:9F:B5:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-094,ens1f0,3C:FD:FE:B5:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-094,ens2f0,3C:FD:FE:B5:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-094,mgmt0,A0:36:9F:9D:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-095,bmc,A0:36:9F:B6:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-095,ens1f0,3C:FD:FE:B6:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-095,ens2f0,3C:FD:FE:B6:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-095,mgmt0,A0:36:9F:9E:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-096,bmc,A0:36:9F:B7:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-096,ens1f0,3C:FD:FE:B7:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-096,ens2f0,3C:FD:FE:B7:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-096,mgmt0,A0:36:9F:9F:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-097,bmc,A0:36:9F:B8:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-097,ens1f0,3C:FD:FE:B8:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-097,ens2f0,3C:FD:FE:B8:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-097,mgmt0,A0:36:9F:A0:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-098,bmc,A0:36:9F:B9:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-098,ens1f0,3C:FD:FE:B9:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-098,ens2f0,3C:FD:FE:B9:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-098,mgmt0,A0:36:9F:A1:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-099,bmc,A0:36:9F:BA:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-099,ens1f0,3C:FD:FE:BA:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-099,ens2f0,3C:FD:FE:BA:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-099,mgmt0,A0:36:9F:A2:06:00,1000base-t,Management Interface (PCI Card)
DC-West,WEST-R06,WEST-SRV-100,bmc,A0:36:9F:BB:02:00,1000base-t,BMC Management Interface
DC-West,WEST-R06,WEST-SRV-100,ens1f0,3C:FD:FE:BB:02:01,25gbase-x-sfp28,Production Network SFP Interface 1
DC-West,WEST-R06,WEST-SRV-100,ens2f0,3C:FD:FE:BB:02:02,25gbase-x-sfp28,Production Network SFP Interface 2
DC-West,WEST-R06,WEST-SRV-100,mgmt0,A0:36:9F:A3:06:00,1000base-t,Management Interface (PCI Card)
